Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,<2013,2013,2014,2015,2016,2017,subtotal,>2017,total
2015,A tomato phloem-mobile protein regulates the shoot-to-root ratio by mediating the auxin response in distant organs,"Spiegelman Z., Ham B.-K., Zhang Z., Toal T.W., Brady S.M., Zheng Y., Fei Z., Lucas W.J., Wolf S.",9607412,Plant Journal,83,5,0,0,0,0,7,3,10,0,10
2015,"CLUMSY VEIN, the Arabidopsis DEAH-box Prp16 ortholog, is required for auxin-mediated development","Tsugeki R., Tanaka-Sato N., Maruyama N., Terada S., Kojima M., Sakakibara H., Okada K.",9607412,Plant Journal,81,2,0,0,0,3,1,0,4,0,4
2015,A systems biology approach identifies new regulators of poplar root development under low nitrogen,"Dash M., Yordanov Y.S., Georgieva T., Kumari S., Wei H., Busov V.",9607412,Plant Journal,84,2,0,0,0,0,1,1,2,0,2
2015,Jasmonic acid promotes degreening via MYC2/3/4- and ANAC019/055/072-mediated regulation of major chlorophyll catabolic genes,"Zhu X., Chen J., Xie Z., Gao J., Ren G., Gao S., Zhou X., Kuai B.",9607412,Plant Journal,84,3,0,0,0,0,8,3,11,0,11
2015,"LOOSE FLOWER, a WUSCHEL-like Homeobox gene, is required for lateral fusion of floral organs in Medicago truncatula","Niu L., Lin H., Zhang F., Watira T.W., Li G., Tang Y., Wen J., Ratet P., Mysore K.S., Tadege M.",9607412,Plant Journal,81,3,0,0,0,0,1,3,4,0,4
2015,Expression of the tetrahydrofolate-dependent nitric oxide synthase from the green alga Ostreococcus tauri increases tolerance to abiotic stresses and influences stomatal development in Arabidopsis,"Foresi N., Mayta M.L., Lodeyro A.F., Scuffi D., Correa-Aragunde N., Garcia-Mata C., Casalongue C., Carrillo N., Lamattina L.",9607412,Plant Journal,82,5,0,0,0,4,7,2,13,0,13
2015,"Expression of TaCYP78A3, a gene encoding cytochrome P450 CYP78A3 protein in wheat (Triticum aestivum L.), affects seed size","Ma M., Wang Q., Li Z., Cheng H., Li Z., Liu X., Song W., Appels R., Zhao H.",9607412,Plant Journal,83,2,0,0,0,0,5,5,10,0,10
2015,DASH transcription factor impacts Medicago truncatula seed size by its action on embryo morphogenesis and auxin homeostasis,"Noguero M., Le Signor C., Vernoud V., Bandyopadhyay K., Sanchez M., Fu C., Torres-Jerez I., Wen J., Mysore K.S., Gallardo K., Udvardi M., Thompson R., Verdier J.",9607412,Plant Journal,81,3,0,0,0,3,3,2,8,0,8
2015,Rhizobacterial volatiles and photosynthesis-related signals coordinate MYB72 expression in Arabidopsis roots during onset of induced systemic resistance and iron-deficiency responses,"Zamioudis C., Korteland J., Van Pelt J.A., Van Hamersveld M., Dombrowski N., Bai Y., Hanson J., Van Verk M.C., Ling H.-Q., Schulze-Lefert P., Pieterse C.M.J.",9607412,Plant Journal,84,2,0,0,0,0,11,5,16,0,16
2015,Factorial combinations of protein interactions generate a multiplicity of florigen activation complexes in wheat and barley,"Li C., Lin H., Dubcovsky J.",9607412,Plant Journal,84,1,0,0,0,1,6,4,11,0,11
2015,The Chlamydomonas heat stress response,"Schroda M., Hemme D., Muhlhaus T.",9607412,Plant Journal,82,3,0,0,0,2,3,0,5,0,5
2015,Arabidopsis Elongator subunit 2 positively contributes to resistance to the necrotrophic fungal pathogens Botrytis cinerea and Alternaria brassicicola,"Wang C., Ding Y., Yao J., Zhang Y., Sun Y., Colee J., Mou Z.",9607412,Plant Journal,83,6,0,0,0,1,9,1,11,0,11
2015,Keeping the gate closed: Functions of the polycomb repressive complex PRC2 in development,"Mozgova I., Kohler C., Hennig L.",9607412,Plant Journal,83,1,0,0,0,3,12,7,22,0,22
2015,Ectopic expression of snapdragon transcription factors facilitates the identification of genes encoding enzymes of anthocyanin decoration in tomato,"Tohge T., Zhang Y., Peterek S., Matros A., Rallapalli G., Tandron Y.A., Butelli E., Kallam K., Hertkorn N., Mock H.-P., Martin C., Fernie A.R.",9607412,Plant Journal,83,4,0,0,0,1,4,6,11,0,11
2015,Cytokinin is required for escape but not release from auxin mediated apical dominance,"Muller D., Waldie T., Miyawaki K., To J.P.C., Melnyk C.W., Kieber J.J., Kakimoto T., Leyser O.",9607412,Plant Journal,82,5,0,0,0,1,9,5,15,0,15
2015,A land plant-specific thylakoid membrane protein contributes to photosystem II maintenance in Arabidopsis thaliana,"Liu J., Last R.L.",9607412,Plant Journal,82,5,0,0,0,2,5,2,9,0,9
2015,Improved and versatile viral 2A platforms for dependable and inducible high-level expression of dicistronic nuclear genes in Chlamydomonas reinhardtii,"Plucinak T.M., Horken K.M., Jiang W., Fostvedt J., Nguyen S.T., Weeks D.P.",9607412,Plant Journal,82,4,0,0,0,0,3,1,4,0,4
2015,"ENO2 activity is required for the development and reproductive success of plants, and is feedback-repressed by AtMBP-1","Eremina M., Rozhon W., Yang S., Poppenberger B.",9607412,Plant Journal,81,6,0,0,0,3,4,1,8,0,8
2015,OsNAC2 encoding a NAC transcription factor that affects plant height through mediating the gibberellic acid pathway in rice,"Chen X., Lu S., Wang Y., Zhang X., Lv B., Luo L., Xi D., Shen J., Ma H., Ming F.",9607412,Plant Journal,82,2,0,0,0,1,4,4,9,0,9
2015,Urea retranslocation from senescing Arabidopsis leaves is promoted by DUR3-mediated urea retrieval from leaf apoplast,"Bohner A., Kojima S., Hajirezaei M., Melzer M., Von Wiren N.",9607412,Plant Journal,81,3,0,0,0,2,2,1,5,0,5
2015,Molecular techniques to interrogate and edit the Chlamydomonas nuclear genome,"Jinkerson R.E., Jonikas M.C.",9607412,Plant Journal,82,3,0,0,0,8,15,2,25,0,25
2015,Insect herbivory elicits genome-wide alternative splicing responses in Nicotiana attenuata,"Ling Z., Zhou W., Baldwin I.T., Xu S.",9607412,Plant Journal,84,1,0,0,0,0,1,3,4,0,4
2015,The cytoplasmic localization of the catalytic site of CSLF6 supports a channeling model for the biosynthesis of mixed-linkage glucan,"Kim S.-J., Zemelis S., Keegstra K., Brandizzi F.",9607412,Plant Journal,81,4,0,0,0,1,4,1,6,0,6
2015,Identification and characterization of an ABA-activated MAP kinase cascade in Arabidopsis thaliana,"Danquah A., De Zelicourt A., Boudsocq M., Neubauer J., Frei Dit Frey N., Leonhardt N., Pateyron S., Gwinner F., Tamby J.-P., Ortiz-Masia D., Marcote M.J., Hirt H., Colcombet J.",9607412,Plant Journal,82,2,0,0,0,5,13,4,22,0,22
2015,Heterotrimeric G protein mediates ethylene-induced stomatal closure via hydrogen peroxide synthesis in Arabidopsis,"Ge X.-M., Cai H.-L., Lei X., Zhou X., Yue M., He J.-M.",9607412,Plant Journal,82,1,0,0,0,3,6,5,14,0,14
2015,"Integrated genome sequence and linkage map of physic nut (Jatropha curcas L.), a biodiesel plant","Wu P., Zhou C., Cheng S., Wu Z., Lu W., Han J., Chen Y., Ni P., Wang Y., Xu X., Huang Y., Song C., Wang Z., Shi N., Zhang X., Fang X., Yang Q., Jiang H., Chen Y., Li M., Chen F., Wang J., Wu G.",9607412,Plant Journal,81,5,0,0,0,7,12,3,22,0,22
2015,Recombination products suggest the frequent occurrence of aberrant gene replacement in the moss Physcomitrella patens,"Wendeler E., Zobell O., Chrost B., Reiss B.",9607412,Plant Journal,81,4,0,0,0,0,1,2,3,0,3
2015,Environmental perception and epigenetic memory: Mechanistic insight through FLC,"Berry S., Dean C.",9607412,Plant Journal,83,1,0,0,0,3,19,3,25,0,25
2015,Soybean DREB1/CBF-type transcription factors function in heat and drought as well as cold stress-responsive gene expression,"Kidokoro S., Watanabe K., Ohori T., Moriwaki T., Maruyama K., Mizoi J., Myint Phyu Sin Htwe N., Fujita Y., Sekita S., Shinozaki K., Yamaguchi-Shinozaki K.",9607412,Plant Journal,81,3,0,0,0,8,20,6,34,0,34
2015,"AEF1/MPR25 is implicated in RNA editing of plastid atpF and mitochondrial nad5, and also promotes atpF splicing in Arabidopsis and rice","Yap A., Kindgren P., Colas Des Francs-Small C., Kazama T., Tanz S.K., Toriyama K., Small I.",9607412,Plant Journal,81,5,0,0,0,3,9,4,16,0,16
2015,The wheat transcription factor TaGAMyb recruits histone acetyltransferase and activates the expression of a high-molecular-weight glutenin subunit gene,"Guo W., Yang H., Liu Y., Gao Y., Ni Z., Peng H., Xin M., Hu Z., Sun Q., Yao Y.",9607412,Plant Journal,84,2,0,0,0,0,0,1,1,0,1
2015,The bifurcation of the cyanogenic glucoside and glucosinolate biosynthetic pathways,"Clausen M., Kannangara R.M., Olsen C.E., Blomstedt C.K., Gleadow R.M., Jorgensen K., Bak So., Motawie M.S., Moller B.L.",9607412,Plant Journal,84,3,0,0,0,1,5,2,8,0,8
2015,Identification of three potent hydroxyproline O-galactosyltransferases in Arabidopsis,"Ogawa-Ohnishi M., Matsubayashi Y.",9607412,Plant Journal,81,5,0,0,0,2,6,7,15,0,15
2015,The O-methyltransferase gene MdoOMT1 is required for biosynthesis of methylated phenylpropenes in ripe apple fruit,"Yauk Y.-K., Chagne D., Tomes S., Matich A.J., Wang M.Y., Chen X., Maddumage R., Hunt M.B., Rowan D.D., Atkinson R.G.",9607412,Plant Journal,82,6,0,0,0,0,1,0,1,0,1
2015,The trxG family histone methyltransferase SET DOMAIN GROUP 26 promotes flowering via a distinctive genetic pathway,"Berr A., Shafiq S., Pinon V., Dong A., Shen W.-H.",9607412,Plant Journal,81,2,0,0,0,4,2,2,8,0,8
2015,Proteomic and phosphoproteomic analyses reveal extensive phosphorylation of regulatory proteins in developing rice anthers,"Ye J., Zhang Z., Long H., Zhang Z., Hong Y., Zhang X., You C., Liang W., Ma H., Lu P.",9607412,Plant Journal,84,3,0,0,0,0,2,3,5,0,5
2015,Post-translational mechanisms are associated with fertility restoration of cytoplasmic male sterility in sugar beet (Beta vulgaris),"Kitazaki K., Arakawa T., Matsunaga M., Yui-Kurino R., Matsuhira H., Mikami T., Kubo T.",9607412,Plant Journal,83,2,0,0,0,0,4,2,6,0,6
2015,Crystal structures and inhibitor binding properties of plant class v chitinases: The cycad enzyme exhibits unique structural and functional features,"Umemoto N., Kanda Y., Ohnuma T., Osawa T., Numata T., Sakuda S., Taira T., Fukamizo T.",9607412,Plant Journal,82,1,0,0,0,2,1,2,5,0,5
2015,Male sterility in Arabidopsis induced by overexpression of a MYC5-SRDX chimeric repressor,"Figueroa P., Browse J.",9607412,Plant Journal,81,6,0,0,0,2,8,1,11,0,11
2015,"FE, a phloem-specific Myb-related protein, promotes flowering through transcriptional activation of FLOWERING LOCUS T and FLOWERING LOCUS T INTERACTING PROTEIN 1","Abe M., Kaya H., Watanabe-Taneda A., Shibuta M., Yamaguchi A., Sakamoto T., Kurata T., Ausin I., Araki T., Alonso-Blanco C.",9607412,Plant Journal,83,6,0,0,0,0,3,1,4,0,4
2015,The Alfin-like homeodomain finger protein AL5 suppresses multiple negative factors to confer abiotic stress tolerance in Arabidopsis,"Wei W., Zhang Y.-Q., Tao J.-J., Chen H.-W., Li Q.-T., Zhang W.-K., Ma B., Lin Q., Zhang J.-S., Chen S.-Y.",9607412,Plant Journal,81,6,0,0,0,1,3,4,8,0,8
2015,Links between genome replication and chromatin landscapes,"Sequeira-Mendes J., Gutierrez C.",9607412,Plant Journal,83,1,0,0,0,1,3,0,4,0,4
2015,The MYB96-HHP module integrates cold and abscisic acid signaling to activate the CBF-COR pathway in Arabidopsis,"Lee H.G., Seo P.J.",9607412,Plant Journal,82,6,0,0,0,4,9,5,18,0,18
2015,A tetratricopeptide repeat domain-containing protein SSR1 located in mitochondria is involved in root development and auxin polar transport in Arabidopsis,"Zhang M., Wang C., Lin Q., Liu A., Wang T., Feng X., Liu J., Han H., Ma Y., Bonea D., Zhao R., Hua X.",9607412,Plant Journal,83,4,0,0,0,0,1,1,2,0,2
2015,Large-scale insertional mutagenesis of Chlamydomonas supports phylogenomic functional prediction of photosynthetic genes and analysis of classical acetate-requiring mutants,"Dent R.M., Sharifi M.N., Malnoe A., Haglund C., Calderon R.H., Wakao S., Niyogi K.K.",9607412,Plant Journal,82,2,0,0,0,5,5,3,13,0,13
2015,Lateral suppressor and Goblet act in hierarchical order to regulate ectopic meristem formation at the base of tomato leaflets,"Rossmann S., Kohlen W., Hasson A., Theres K.",9607412,Plant Journal,81,6,0,0,0,3,3,1,7,0,7
2015,Hd3a promotes lateral branching in rice,"Tsuji H., Tachibana C., Tamaki S., Taoka K.-I., Kyozuka J., Shimamoto K.",9607412,Plant Journal,82,2,0,0,0,0,4,3,7,0,7
2015,The Arabidopsis vacuolar sugar transporter SWEET2 limits carbon sequestration from roots and restricts Pythium infection,"Chen H.-Y., Huh J.-H., Yu Y.-C., Ho L.-H., Chen L.-Q., Tholl D., Frommer W.B., Guo W.-J.",9607412,Plant Journal,83,6,0,0,0,2,10,3,15,0,15
2015,LATERAL ORGAN BOUNDARIES DOMAIN (LBD)10 interacts with SIDECAR POLLEN/LBD27 to control pollen development in Arabidopsis,"Kim M.-J., Kim M., Lee M.R., Park S.K., Kim J.",9607412,Plant Journal,81,5,0,0,0,1,5,2,8,0,8
2015,Interaction of MYC2 and GBF1 results in functional antagonism in blue light-mediated Arabidopsis seedling development,"Maurya J.P., Sethi V., Gangappa S.N., Gupta N., Chattopadhyay S.",9607412,Plant Journal,83,3,0,0,0,0,1,1,2,0,2
2015,Dynamic regulation of photosynthesis in Chlamydomonas reinhardtii,"Minagawa J., Tokutsu R.",9607412,Plant Journal,82,3,0,0,0,2,4,1,7,0,7
2015,Pepper pathogenesis-related protein 4c is a plasma membrane-localized cysteine protease inhibitor that is required for plant cell death and defense signaling,"Kim N.H., Hwang B.K.",9607412,Plant Journal,81,1,0,0,0,0,4,0,4,0,4
2015,"Exploring diterpene metabolism in non-model species: Transcriptome-enabled discovery and functional characterization of labda-7,13E-dienyl diphosphate synthase from Grindelia robusta","Zerbe P., Rodriguez S.M., Mafu S., Chiang A., Sandhu H.K., O'Neil-Johnson M., Starks C.M., Bohlmann J.",9607412,Plant Journal,83,5,0,0,0,0,1,4,5,0,5
2015,Sugars as hydroxyl radical scavengers: Proof-of-concept by studying the fate of sucralose in Arabidopsis,"Matros A., Peshev D., Peukert M., Mock H.-P., Van Den Ende W.",9607412,Plant Journal,82,5,0,0,0,2,8,2,12,0,12
2015,MiR408 is involved in abiotic stress responses in Arabidopsis,"Ma C., Burd S., Lers A.",9607412,Plant Journal,84,1,0,0,0,0,11,6,17,0,17
2015,"The auxin transporter, OsAUX1, is involved in primary root and root hair elongation and in Cd stress responses in rice (Oryza sativa L.)","Yu C., Sun C., Shen C., Wang S., Liu F., Liu Y., Chen Y., Li C., Qian Q., Aryal B., Geisler M., Jiang D.A., Qi Y.",9607412,Plant Journal,83,5,0,0,0,0,11,6,17,0,17
2015,GmWRKY27 interacts with GmMYB174 to reduce expression of GmNAC29 for stress tolerance in soybean plants,"Wang F., Chen H.-W., Li Q.-T., Wei W., Li W., Zhang W.-K., Ma B., Bi Y.-D., Lai Y.-C., Liu X.-L., Man W.-Q., Zhang J.-S., Chen S.-Y.",9607412,Plant Journal,83,2,0,0,0,2,9,6,17,0,17
2014,"A stearoyl-acyl carrier protein desaturase, NbSACPD-C, is critical for ovule development in Nicotiana benthamiana","Zhang J., Li J., Garcia-Ruiz H., Bates P.D., Mirkov T.E., Wang X.",9607412,Plant Journal,80,3,0,0,0,1,0,0,1,0,1
2014,A dual-color marker system for in vivo Visualization of cell cycle progression in Arabidopsis,"Yin K., Ueda M., Takagi H., Kajihara T., Aki S.S., Nobusawa T., Umeda-Hara C., Umeda M.",9607412,Plant Journal,80,3,0,0,0,2,3,1,6,0,6
2014,"The movement of the non-cell-autonomous transcription factor, SHORT-ROOT relies on the endomembrane system","Wu S., Gallagher K.L.",9607412,Plant Journal,80,3,0,0,0,2,1,1,4,0,4
2014,The gibberellin biosynthetic genes AtKAO1 and AtKAO2 have overlapping roles throughout Arabidopsis development,"Regnault T., Daviere J.-M., Heintz D., Lange T., Achard P.",9607412,Plant Journal,80,3,0,0,0,0,7,3,10,0,10
2014,Significant reduction of BiFC non-specific assembly facilitates in planta assessment of heterotrimeric G-protein interactors,"Gookin T.E., Assmann S.M.",9607412,Plant Journal,80,3,0,0,0,4,11,1,16,0,16
2014,An O-methyltransferase modifies accumulation of methylated anthocyanins in seedlings of tomato,"Roldan M.V.G., Outchkourov N., Van Houwelingen A., Lammers M., De La Fuente I.R., Ziklo N., Aharoni A., Hall R.D., Beekwilder J.",9607412,Plant Journal,80,4,0,0,0,1,0,1,2,0,2
2014,"Purification, molecular cloning and functional characterization of flavonoid C-glucosyltransferases from Fagopyrum esculentum M. (buckwheat) cotyledon","Nagatomo Y., Usui S., Ito T., Kato A., Shimosaka M., Taguchi G.",9607412,Plant Journal,80,3,0,0,1,3,8,1,13,0,13
2014,GFS9/TT9 contributes to intracellular membrane trafficking and Flavonoid accumulation in Arabidopsis thaliana,"Ichino T., Fuji K., Ueda H., Takahashi H., Koumoto Y., Takagi J., Tamura K., Sasaki R., Aoki K., Shimada T., Hara-Nishimura I.",9607412,Plant Journal,80,3,0,0,0,3,2,0,5,0,5
2014,"Arabidopsis inositol pentakisphosphate 2-kinase, AtIPK1, is required for growth and modulates phosphate homeostasis at the transcriptional level","Kuo H.-F., Chang T.-Y., Chiang S.-F., Wang W.-D., Charng Y.-Y., Chiou T.-J.",9607412,Plant Journal,80,3,0,0,0,2,6,1,9,0,9
2014,Altered expression of Aurora kinases in Arabidopsis results in aneu- and polyploidization,"Demidov D., Lermontova I., Weiss O., Fuchs J., Rutten T., Kumke K., Sharbel T.F., Van Damme D., De Storme N., Geelen D., Houben A.",9607412,Plant Journal,80,3,0,0,0,1,5,3,9,0,9
2014,High AN1 variability and interaction with basic helix-loop-helix co-factors related to anthocyanin biosynthesis in potato leaves,"D'Amelia V., Aversano R., Batelli G., Caruso I., Moreno M.C., Castro-Sanz A.B., Chiaiese P., Fasano C., Palomba F., Carputo D.",9607412,Plant Journal,80,3,0,0,1,0,5,3,9,0,9
2014,Antagonistic roles of abscisic acid and cytokinin during response to nitrogen depletion in oleaginous microalga Nannochloropsis oceanica expand the evolutionary breadth of phytohormone function,"Lu Y., Tarkowska D., Tureckova V., Luo T., Xin Y., Li J., Wang Q., Jiao N., Strnad M., Xu J.",9607412,Plant Journal,, ,0,0,0,0,3,0,3,0,3
2014,A strategy for characterization of persistent heteroduplex DNA in higher plants,"Dong C.-B., Mao J.-F., Suo Y.-J., Shi L., Wang J., Zhang P.-D., Kang X.-Y.",9607412,Plant Journal,, ,0,0,0,0,2,0,2,0,2
2014,Telomere repeat binding proteins are functional components of Arabidopsis telomeres and interact with telomerase,"Schrumpfova P.P., Vychodilova I., Dvorackova M., Majerska J., Dokladal L., Schorova S., Fajkus J.",9607412,Plant Journal,77,5,0,0,3,2,5,2,12,0,12
2014,The TRANSPLANTA collection of Arabidopsis lines: A resource for functional analysis of transcription factors based on their conditional overexpression,"Coego A., Brizuela E., Castillejo P., Ruiz S., Koncz C., Del Pozo J.C., Pineiro M., Jarillo J.A., Leon J., Paz-Ares J., Puga M., Rajulu C., Alonso C., Ausin I., Castresana C., Cascon T., Cubas P., Nicolas M., Leyva A., Olsson S., Castrillo G., Del Llano B., Del Puerto Y.L., Prat S., Rodriguez M., Rojo E., Delgadillo M.O., Simon C., Ochoa J., Piqueras R., Solano R., Boter M., Diez-Diaz M., Fernandez G.M., Gutierrez C., Desvoyes B., Pages M., Riera M., Legnaioli T., Alabadi D., Blazquez M.A., Sotillo B., Locascio A., Minguet E.G., Felipo A., Alvarez-Mahecha J.C., Madueno F., Ferrandiz C., Berbel A., Domenech M.J., Vera P., Codes C., Arocas L., Salinas J., Resa C.P., Lopez C.C., Pardo J.M., Cubero B., Hormaeche J.P., De Luca A., Romero L.C., Gotor C., Garcia I., Romero J.M., Valverde F., Barrera F., Luque N., Micol J.L., Ponce M.R., Jover-Gil S., Botella M.A., Esteban A., Garcia A., Carbonero P., Onate L., Jarillo J.A., Del Olmo I., Castro R., Narro L., Lopez L., Del Pozo J.C., Navarro S., Manzano C., Carbajosa J.V., Gomez M., Gonzalez M., Fenoll C., Mena M., Rapp A., Ballesteros I., Penarrubia L., Andres N., Carrio A., Lorenzo O., Quintero L.A., Curto M., Rigo G., Zsigmond L., Papdi C., Szekely G., Cseplo A., Szabados L., Abraham E., Koncz Z.",9607412,Plant Journal,77,6,0,0,3,5,8,4,20,0,20
2014,P-Coumaroyl-CoA: Monolignol transferase (PMT) acts specifically in the lignin biosynthetic pathway in Brachypodium distachyon,"Petrik D.L., Karlen S.D., Cass C.L., Padmakshan D., Lu F., Liu S., Le Bris P., Antelme S., Santoro N., Wilkerson C.G., Sibout R., Lapierre C., Ralph J., Sedbrook J.C.",9607412,Plant Journal,77,5,0,0,5,15,15,1,36,0,36
2014,Silencing of the tomato Sugar Partitioning Affecting protein (SPA) modifies sink strength through a shift in leaf sugar metabolism,"Bermudez L., De Godoy F., Baldet P., Demarco D., Osorio S., Quadrana L., Almeida J., Asis R., Gibon Y., Fernie A.R., Rossi M., Carrari F.",9607412,Plant Journal,77,5,0,0,1,3,1,0,5,0,5
2014,Regulation of SOBIR1 accumulation and activation of defense responses in bir1-1 by specific components of ER quality control,"Sun T., Zhang Q., Gao M., Zhang Y.",9607412,Plant Journal,77,5,0,0,1,4,5,2,12,0,12
2014,Arabidopsis poly(A) polymerase PAPS1 limits founder-cell recruitment to organ primordia and suppresses the salicylic acid-independent immune response downstream of EDS1/PAD4,"Trost G., Vi S.L., Czesnick H., Lange P., Holton N., Giavalisco P., Zipfel C., Kappel C., Lenhard M.",9607412,Plant Journal,77,5,0,0,1,2,1,2,6,0,6
2014,TRANSPARENT TESTA2 regulates embryonic fatty acid biosynthesis by targeting FUSCA3 during the early developmental stage of Arabidopsis seeds,"Wang Z., Chen M., Chen T., Xuan L., Li Z., Du X., Zhou L., Zhang G., Jiang L.",9607412,Plant Journal,77,5,0,0,0,3,4,7,14,0,14
2014,SHUGOSHINs and PATRONUS protect meiotic centromere cohesion in Arabidopsis thaliana,"Zamariola L., De Storme N., Vannerum K., Vandepoele K., Armstrong S.J., Franklin F.C.H., Geelen D.",9607412,Plant Journal,77,5,0,0,3,5,6,0,14,0,14
2014,Tomato Cutin Deficient 1 (CD1) and putative orthologs comprise an ancient family of cutin synthase-like (CUS) proteins that are conserved among land plants,"Yeats T.H., Huang W., Chatterjee S., Viart H.M.-F., Clausen M.H., Stark R.E., Rose J.K.C.",9607412,Plant Journal,77,5,0,0,0,7,15,2,24,0,24
2014,Darkness and gulliver2/phyB mutation decrease the abundance of phosphorylated BZR1 to activate brassinosteroid signaling in Arabidopsis,"Kim B., Jeong Y.J., Corvalan C., Fujioka S., Cho S., Park T., Choe S.",9607412,Plant Journal,77,5,0,0,3,2,8,4,17,0,17
2014,Restoring pistil-side self-incompatibility factors recapitulates an interspecific reproductive barrier between tomato species,"Tovar-Mendez A., Kumar A., Kondo K., Ashford A., Baek Y.S., Welch L., Bedinger P.A., McClure B.A.",9607412,Plant Journal,77,5,0,0,0,4,5,4,13,0,13
2014,A coumarin-specific prenyltransferase catalyzes the crucial biosynthetic reaction for furanocoumarin formation in parsley,"Karamat F., Olry A., Munakata R., Koeduka T., Sugiyama A., Paris C., Hehn A., Bourgaud F., Yazaki K.",9607412,Plant Journal,77,4,0,0,4,12,6,2,24,0,24
2014,The DROOPING LEAF and OsETTIN2 genes promote awn development in rice,"Toriba T., Hirano H.-Y.",9607412,Plant Journal,77,4,0,0,1,8,5,2,16,0,16
2014,The PpCMT chromomethylase affects cell growth and interacts with the homolog of LIKE HETEROCHROMATIN PROTEIN 1 in the moss Physcomitrella patens,"Dangwal M., Kapoor S., Kapoor M.",9607412,Plant Journal,77,4,0,0,1,2,2,0,5,0,5
2014,An in vitro system for the rapid functional characterization of genes involved in carotenoid biosynthesis and accumulation,"Bai C., Rivera S.M., Medina V., Alves R., Vilaprinyo E., Sorribas A., Canela R., Capell T., Sandmann G., Christou P., Zhu C.",9607412,Plant Journal,77,3,0,0,5,10,6,3,24,0,24
2014,Lack of isocitrate lyase in Chlamydomonas leads to changes in carbon metabolism and in the response to oxidative stress under mixotrophic growth,"Plancke C., Vigeolas H., Hohner R., Roberty S., Emonds-Alt B., Larosa V., Willamme R., Duby F., Onga Dhali D., Thonart P., Hiligsmann S., Franck F., Eppe G., Cardol P., Hippler M., Remacle C.",9607412,Plant Journal,77,3,0,0,4,8,3,2,17,0,17
2014,The maize brown midrib2 (bm2) gene encodes a methylenetetrahydrofolate reductase that contributes to lignin accumulation,"Tang H.M., Liu S., Hill-Skinner S., Wu W., Reed D., Yeh C.-T., Nettleton D., Schnable P.S.",9607412,Plant Journal,77,3,0,0,3,6,11,1,21,0,21
2014,"SMALL GRAIN 1, which encodes a mitogen-activated protein kinase kinase 4, influences grain size in rice","Duan P., Rao Y., Zeng D., Yang Y., Xu R., Zhang B., Dong G., Qian Q., Li Y.",9607412,Plant Journal,77,4,0,0,2,7,10,1,20,0,20
2014,Trafficking of the myrosinase-associated protein GLL23 requires NUC/MVP1/GOLD36/ERMO3 and the p24 protein CYB,"Jancowski S., Catching A., Pighin J., Kudo T., Foissner I., Wasteneys G.O.",9607412,Plant Journal,77,4,0,0,1,0,3,0,4,0,4
2014,"SIS8, a putative mitogen-activated protein kinase kinase kinase, regulates sugar-resistant seedling development in Arabidopsis","Huang Y., Li C.Y., Qi Y., Park S., Gibson S.I.",9607412,Plant Journal,77,4,0,0,0,5,1,4,10,0,10
2014,Sulfate availability affects ABA levels and germination response to ABA and salt stress in Arabidopsis thaliana,"Cao M.-J., Wang Z., Zhao Q., Mao J.-L., Speiser A., Wirtz M., Hell R., Zhu J.-K., Xiang C.-B.",9607412,Plant Journal,77,4,0,0,4,7,6,6,23,0,23
2014,Direct visualization of Agrobacterium-delivered VirE2 in recipient cells,"Li X., Yang Q., Tu H., Lim Z., Pan S.Q.",9607412,Plant Journal,77,3,0,0,1,3,0,3,7,0,7
2014,"The NIa-Pro protein of Turnip mosaic virus improves growth and reproduction of the aphid vector, Myzus persicae (green peach aphid)","Casteel C.L., Yang C., Nanduri A.C., De Jong H.N., Whitham S.A., Jander G.",9607412,Plant Journal,77,4,0,0,3,6,8,2,19,0,19
2014,Structural characterization of a plant photosystem i and NAD(P)H dehydrogenase supercomplex,"Kouril R., Strouhal O., Nosek L., Lenobel R., Chamrad I., Boekema E.J., Sebela M., Ilik P.",9607412,Plant Journal,77,4,0,0,2,6,7,4,19,0,19
2014,Enhancement of oxidative and drought tolerance in Arabidopsis by overaccumulation of antioxidant flavonoids,"Nakabayashi R., Yonekura-Sakakibara K., Urano K., Suzuki M., Yamada Y., Nishizawa T., Matsuda F., Kojima M., Sakakibara H., Shinozaki K., Michael A.J., Tohge T., Yamazaki M., Saito K.",9607412,Plant Journal,77,3,0,0,8,25,41,18,92,0,92
2014,Jasmonate-dependent modifications of the pectin matrix during potato development function as a defense mechanism targeted by Dickeya dadantii virulence factors,"Taurino M., Abelenda J.A., Rio-Alvarez I., Navarro C., Vicedo B., Farmaki T., Jimenez P., Garcia-Agustin P., Lopez-Solanilla E., Prat S., Rojo E., Sanchez-Serrano J.J., Sanmartin M.",9607412,Plant Journal,77,3,0,0,2,2,1,2,7,0,7
2014,Maize germinal cell initials accommodate hypoxia and precociously express meiotic genes,"Kelliher T., Walbot V.",9607412,Plant Journal,77,4,0,0,5,8,3,2,18,0,18
2014,Reduced phototropism in pks mutants may be due to altered auxin-regulated gene expression or reduced lateral auxin transport,"Kami C., Allenbach L., Zourelidou M., Ljung K., Schutz F., Isono E., Watahiki M.K., Yamamoto K.T., Schwechheimer C., Fankhauser C.",9607412,Plant Journal,77,3,0,0,4,5,6,0,15,0,15
